,,cllp,fine,omf,ppsa
BHKW,District Heating,0,1012,1012,1012
BHKW,Low Voltage Grid,3385,1380,1380,1380
GuD,High Voltage Grid,39227,41064,41064,41064
HKW,District Heating,0,174093,174093,174093
HKW,High Voltage Grid,293301,122067,122067,122067
HKW2,High Voltage Grid,105654,103543,103543,103543
