,,cllp,fine,omf,ppsa
BHKW,District Heating,8082,3419,3419,3419
BHKW,Low Voltage Grid,0,4663,4663,4663
Deficit Source LV,Low Voltage Grid,13929,13929,13929,13929
GuD,High Voltage Grid,43120,43120,43120,43120
HKW,District Heating,294890,173347,173347,173347
HKW,High Voltage Grid,0,121544,121544,121544
HKW2,High Voltage Grid,122738,122738,122738,122738
