;0
0;104.64961024888981
1;111.16855657914107
2;118.96330209289502
3;120.27883065286025
4;121.92578767502229
5;122.18779394679598
6;122.34151283354541
7;122.29804314881369
8;122.22038233398612
9;122.11590480230991
10;121.56685672457701
11;122.44
12;122.38151809904309
13;122.44
14;122.44
15;122.44
16;122.44
17;122.44
18;122.44
19;122.44
20;122.44
21;122.41695605330997
22;119.78805288853988
23;117.6722101204068
24;102.67583388596579
25;94.30744164317262
26;110.77873682177925
27;111.42687973446317
28;106.16297803529727
29;101.78198829304938
30;108.4154872336419
31;113.86716676649704
32;111.3509913278717
33;106.6074631237828
34;73.57945927574744
35;56.517550160760194
36;87.6540404887293
37;98.95476307588464
38;94.12973237477098
39;84.35507980103586
40;73.80541159838633
41;65.75685614729238
42;56.67286637468276
43;44.33030924067778
44;35.32701106051214
45;27.969823655053684
46;20.853883613223346
47;20.645511848155188
48;16.68109650565129
49;12.65584065329795
50;10.920404847112358
51;10.24670107645147
52;9.439089598608952
53;8.500999320722094
54;9.864494167823418
55;11.185331371835634
56;11.828153782732347
57;10.560129322725183
58;8.095340085964576
59;7.8087617380946295
60;8.939533374122544
61;8.028341368600435
62;11.437909050548777
63;16.24199329147152
64;18.023266251531304
65;16.385558231321035
66;17.344439999729982
67;14.508787290722717
68;12.13741921233196
69;9.184317981028089
70;8.959698206770653
71;12.208680025619621
72;18.698194933521982
73;29.726596101904228
74;33.1492452646081
75;36.01231834707697
76;41.384629308445
77;46.26001701358097
78;48.06139547033248
79;55.05593944611893
80;69.7362894263922
81;84.73662841310687
82;92.285446730969
83;90.96463692403307
84;105.43460994153241
85;102.3475326571745
86;85.68958817865334
87;67.43187345772787
88;75.21050830713284
89;88.80541846546473
90;98.77616585301419
91;96.34536421906714
92;97.33563822512534
93;106.68598438811458
94;108.29326697069057
95;108.18866551798155
96;110.19494418430952
97;113.89161872639377
98;116.5803242004619
99;115.17645030277228
100;108.07746707071666
101;100.28088492019504
102;87.285463402692
103;67.83011785613166
104;48.57072458639644
105;33.843819789668316
106;23.597547028789336
107;24.070327798096965
108;20.442805088851966
109;23.74087199924039
110;20.009063199337792
111;19.42624967542349
112;16.19078150590261
113;13.866336051389284
114;10.315243948207183
115;7.360247352310256
116;4.89088116169755
117;3.1930201171815784
118;2.207233907572584
119;1.1318703879912695
120;0.1932315379420137
121;0.1635661081628862
122;0.10434790950585036
123;0.05889805379256704
124;0.009595789589913063
125;0.00010645046732784097
126;0.0
127;0.0
128;0.0029265160264532555
129;0.030107688814206845
130;0.0826310505430683
131;0.35011652873232474
132;2.088455987615523
133;4.708445662248368
134;3.5338581162730076
135;4.448313781813859
136;12.803859688370835
137;20.858645317063615
138;27.92881808873096
139;37.10685828684203
140;40.41483073180018
141;41.68190821882946
142;40.46554824596916
143;34.50630832360461
144;30.58214193281784
145;29.883263920148217
146;28.183397385341674
147;33.66429689419815
148;36.974223710649156
149;37.172953659599905
150;34.40674865943934
151;28.013534458260132
152;21.526717588885937
153;19.859548737254798
154;21.388344435738585
155;26.49569649113549
156;31.88380278546826
157;26.837945534450554
158;31.101664098041507
159;45.65326642575607
160;66.01014965640174
161;85.90822975513983
162;109.4193903307198
163;118.65520098982293
164;119.68282217733221
165;120.29989186405356
166;117.9889621574427
167;118.33401559916976
168;111.90236966575674
169;116.44313749899273
170;120.56486603827258
171;122.21804933909496
172;122.44
173;122.44
174;122.44
175;122.44
176;122.44
177;122.44
178;122.44
179;122.44
180;122.34763561607187
181;120.0930205089594
182;120.19051273800969
183;119.51096276233399
184;117.36096962492451
185;114.70304795907214
186;119.88961171100343
187;121.66448904183953
188;122.07262435751022
189;122.19505831466
190;122.2526249663035
191;122.26432354942646
192;122.15491329492306
193;121.89694702229468
194;120.50259412743688
195;119.82218972128202
196;119.22009232851414
197;115.41466403397081
198;109.15618886249516
199;106.08694433860529
200;105.61688034518872
201;105.42268921172698
202;61.24108309373358
203;109.00682182312013
204;121.46487063862918
205;102.99777586335452
206;92.05483198717528
207;79.05085471944872
208;68.93939998430363
209;67.62052875102735
210;66.73367859818578
211;52.914821949207706
212;45.44838528837254
213;36.68388453583312
214;21.604720956531228
215;19.744600771338334
216;14.402490783672707
217;15.467005057428395
218;12.497372538435695
219;11.091663549226874
220;7.91709335902158
221;4.747482076984605
222;5.683529787297343
223;5.241046358876758
224;4.374559790254419
225;4.025303457749435
226;0.741844993888163
227;0.07701244172707103
228;0.3489616120056389
229;3.5712234506887546
230;2.4271596103633932
231;1.1390710295727051
232;3.7212528135496026
233;7.2437997362192945
234;8.531042652971603
235;9.527556086755267
236;10.131746743707096
237;14.836025720367246
238;20.55915936022023
239;29.79593863462311
240;32.603911547380335
241;37.41981564312979
242;40.709085652843804
243;47.78254258380217
244;49.28025340234533
245;53.23485852659138
246;52.83853496808632
247;47.74379986071119
248;49.66524379262738
249;55.638757558601355
250;51.372101335276184
251;63.011326263854706
252;75.85068989127289
253;89.58021842414257
254;93.43267528356292
255;95.73888647659153
256;98.4317519759197
257;93.0415497231951
258;80.81255421516941
259;79.65140909886827
260;78.0003641919217
261;74.28882175948885
262;68.59310515222987
263;66.42488503713234
264;70.38091428801904
265;70.0873347749897
266;62.60316906396081
267;55.40600843290878
268;53.57661649058847
269;60.94915092801736
270;72.20216401145349
271;72.1648480135631
272;78.27729685689889
273;83.05505842704399
274;72.2638429734442
275;81.74166354478574
276;95.90038576509438
277;107.8364719173955
278;100.65154234805138
279;99.68155307760426
280;95.6086997087329
281;94.29116765489765
282;105.82583627713274
283;109.68844756911783
284;107.90216517386094
285;104.87259294802848
286;96.02256614535462
287;91.2741635461882
288;91.54454550032523
289;94.22614008473414
290;75.59123451078639
291;84.46528678688348
292;92.1042040607976
293;81.64971898967144
294;74.61695406522625
295;78.94551835892247
296;99.47379193745408
297;104.56691564890295
298;89.21319659223742
299;98.72934259489472
300;105.4095738695182
301;110.17522423064787
302;117.14143767462838
303;120.53126270188226
304;122.44
305;122.44
306;122.44
307;122.44
308;122.44
309;122.44
310;122.23730767804813
311;122.1679043688182
312;122.22747522659552
313;122.20498496479459
314;121.73871629484337
315;121.71126452396118
316;122.21278541116153
317;122.09462815412509
318;120.81132086675929
319;119.74963165626028
320;117.54757968522367
321;116.17750638862061
322;67.02083474608028
323;106.11203390196258
324;114.78344377751444
325;119.84115253566915
326;120.95753553480884
327;112.50436562151691
328;99.61316977996452
329;93.5444756119859
330;86.27819741155587
331;72.75784869045994
332;75.26534547275966
333;91.84239961586746
334;114.45065245983648
335;109.59395601995631
336;95.17754454098495
337;88.4635591469559
338;91.63038818209779
339;108.86962476742814
340;114.35048390307458
341;115.07470564025681
342;118.2932008712432
343;118.3040916393006
344;110.99565216700236
345;102.00679655925902
346;72.65117807162353
347;87.96836513425791
348;108.3828074476454
349;118.41246070681055
350;119.05922776256511
351;119.69441649246839
352;119.96078884187088
353;118.84494815602022
354;113.37374631439158
355;105.10801197644153
356;104.17962702439502
357;108.68918982418535
358;96.81176613321492
359;102.57322655200957
360;104.78878249991175
361;101.17559016112409
362;95.24983835182938
363;95.4761999687494
364;93.2353610054652
365;86.46700708716523
366;80.78242253714916
367;80.14175265106499
368;76.7105978182718
369;84.56086158490648
370;82.72222128746556
371;93.10880972488253
372;103.45192262590322
373;110.2932869734172
374;115.3317978717455
375;109.75459563878627
376;110.14700544207705
377;108.50030293963314
378;108.15439994207395
379;105.8721667628818
380;109.3656064414978
381;108.84258120499405
382;106.68475088842554
383;111.56605796789032
384;115.7114756031909
385;117.07537604462865
386;97.70684794145473
387;77.09145542534348
