id;cc_demand
1321;199.5503445
1322;33.76140717
1323;23.17913458
1324;23.17913458
1325;79.61792174
1326;93.72761853
1327;912.0900324
1328;1698.705629
1329;2192.545016
1330;3473
1331;3444.780606
1332;3250.772276
1333;3360.122426
1334;3134.367277
1335;2707.548949
1336;2234.874107
1337;2005.591534
1338;1716.34275
1339;1758.67184
1340;1790.418658
1341;1233.085634
1342;859.1786694
1343;509.9636739
1344;291.2633736
1345;199.5503445
1346;33.76140717
1347;23.17913458
1348;23.17913458
1349;79.61792174
1350;93.72761853
1351;912.0900324
1352;1698.705629
1353;2192.545016
1354;3473
1355;3444.780606
1356;3250.772276
1357;3360.122426
1358;3134.367277
1359;2707.548949
1360;2234.874107
1361;2005.591534
1362;1716.34275
1363;1758.67184
1364;1790.418658
1365;1233.085634
1366;859.1786694
1367;509.9636739
1368;291.2633736
1369;199.5503445
1370;33.76140717
1371;23.17913458
1372;23.17913458
1373;79.61792174
1374;93.72761853
1375;912.0900324
1376;1698.705629
1377;2192.545016
1378;3473
1379;3444.780606
1380;3250.772276
1381;3360.122426
1382;3134.367277
1383;2707.548949
1384;2234.874107
1385;2005.591534
1386;1716.34275
1387;1758.67184
1388;1790.418658
1389;1233.085634
1390;859.1786694
1391;509.9636739
1392;291.2633736
1393;199.5503445
1394;33.76140717
1395;23.17913458
1396;23.17913458
1397;79.61792174
1398;93.72761853
1399;912.0900324
1400;1698.705629
1401;2192.545016
1402;3473
1403;3444.780606
1404;3250.772276
1405;3360.122426
1406;3134.367277
1407;2707.548949
1408;2234.874107
1409;2005.591534
1410;1716.34275
1411;1758.67184
1412;1790.418658
1413;1233.085634
1414;859.1786694
1415;509.9636739
1416;291.2633736
1417;199.5503445
1418;33.76140717
1419;23.17913458
1420;23.17913458
1421;79.61792174
1422;93.72761853
1423;912.0900324
1424;1698.705629
1425;2192.545016
1426;3473
1427;3444.780606
1428;3250.772276
1429;3360.122426
1430;3134.367277
1431;2707.548949
1432;2234.874107
1433;2005.591534
1434;1716.34275
1435;1758.67184
1436;1790.418658
1437;1233.085634
1438;859.1786694
1439;509.9636739
1440;291.2633736
1441;199.5503445
1442;33.76140717
1443;23.17913458
1444;23.17913458
1445;79.61792174
1446;93.72761853
1447;912.0900324
1448;1698.705629
1449;2192.545016
1450;3473
1451;3444.780606
1452;3250.772276
1453;3360.122426
1454;3134.367277
1455;2707.548949
1456;2234.874107
1457;2005.591534
1458;1716.34275
1459;1758.67184
1460;1790.418658
1461;1233.085634
1462;859.1786694
1463;509.9636739
1464;291.2633736
1465;199.5503445
1466;33.76140717
1467;23.17913458
1468;23.17913458
1469;79.61792174
1470;93.72761853
1471;912.0900324
1472;1698.705629
1473;2192.545016
1474;3473
1475;3444.780606
1476;3250.772276
1477;3360.122426
1478;3134.367277
1479;2707.548949
1480;2234.874107
1481;2005.591534
1482;1716.34275
1483;1758.67184
1484;1790.418658
1485;1233.085634
1486;859.1786694
1487;509.9636739
1488;291.2633736
1489;199.5503445
1490;33.76140717
1491;23.17913458
1492;23.17913458
1493;79.61792174
1494;93.72761853
1495;912.0900324
1496;1698.705629
1497;2192.545016
1498;3473
1499;3444.780606
1500;3250.772276
1501;3360.122426
1502;3134.367277
1503;2707.548949
1504;2234.874107
1505;2005.591534
1506;1716.34275
1507;1758.67184
1508;1790.418658
