id;household_demand;commercial_demand;industrial_demand;heat_demand
3849;27814.76707;24192.21917;47645.00807;38936.64811
3850;28142.72305;38068.00812;58750.23551;37513.43228
3851;27630.29183;40371.12262;58750.23551;36402.89572
3852;26789.90461;41265.72081;61213.08837;35590.4952
3853;28142.72305;41969.97896;63093.81238;36323.71595
3854;31729.74165;36811.76386;61750.43809;36897.76923
3855;28142.72305;31653.54876;60138.38894;39171.35955
3856;24904.15769;32015.19483;59601.03923;41536.24898
3857;22342.00155;35041.60148;59869.71408;42599.52007
3858;21829.57033;34508.64936;59601.03923;43187.71259
3859;25580.56692;33252.4051;61213.08837;42656.07705
3860;32242.17288;23468.92701;60944.41352;38413.49611
3861;36177.64471;17777.7598;55257.46236;30110.12451
3862;33103.05734;17244.80768;53600.63407;22799.73176
3863;31217.31042;15836.29138;47376.33321;18507.0575
3864;25252.61092;15474.6453;44152.23492;19784.03316
3865;17750.61774;14408.74108;41420.7072;21347.02551
3866;11601.44301;12276.93263;39808.65805;24112.25751
3867;9551.718094;11020.68835;40077.33291;31255.40321
3868;8875.308872;10316.43021;40077.33291;44982.18455
3869;8875.308872;11020.68835;36853.23463;50000
3870;9203.264858;13514.14288;36002.43091;47389.49171
3871;12626.30547;14580.04711;37927.93406;44281.28207
3872;23038.90802;16369.2435;43883.56006;41661.88626
3873;27814.76707;24192.21917;47645.00807;38936.64811
3874;28142.72305;38068.00812;58750.23551;37513.43228
3875;27630.29183;40371.12262;58750.23551;36402.89572
3876;26789.90461;41265.72081;61213.08837;35590.4952
3877;28142.72305;41969.97896;63093.81238;36323.71595
3878;31729.74165;36811.76386;61750.43809;36897.76923
3879;28142.72305;31653.54876;60138.38894;39171.35955
3880;24904.15769;32015.19483;59601.03923;41536.24898
3881;22342.00155;35041.60148;59869.71408;42599.52007
3882;21829.57033;34508.64936;59601.03923;43187.71259
3883;25580.56692;33252.4051;61213.08837;42656.07705
3884;32242.17288;23468.92701;60944.41352;38413.49611
3885;36177.64471;17777.7598;55257.46236;30110.12451
3886;33103.05734;17244.80768;53600.63407;22799.73176
3887;31217.31042;15836.29138;47376.33321;18507.0575
3888;25252.61092;15474.6453;44152.23492;19784.03316
3889;17750.61774;14408.74108;41420.7072;21347.02551
3890;11601.44301;12276.93263;39808.65805;24112.25751
3891;9551.718094;11020.68835;40077.33291;31255.40321
3892;8875.308872;10316.43021;40077.33291;44982.18455
3893;8875.308872;11020.68835;36853.23463;50000
3894;9203.264858;13514.14288;36002.43091;47389.49171
3895;12626.30547;14580.04711;37927.93406;44281.28207
3896;23038.90802;16369.2435;43883.56006;41661.88626
3897;27814.76707;24192.21917;47645.00807;38936.64811
3898;28142.72305;38068.00812;58750.23551;37513.43228
3899;27630.29183;40371.12262;58750.23551;36402.89572
3900;26789.90461;41265.72081;61213.08837;35590.4952
3901;28142.72305;41969.97896;63093.81238;36323.71595
3902;31729.74165;36811.76386;61750.43809;36897.76923
3903;28142.72305;31653.54876;60138.38894;39171.35955
3904;24904.15769;32015.19483;59601.03923;41536.24898
3905;22342.00155;35041.60148;59869.71408;42599.52007
3906;21829.57033;34508.64936;59601.03923;43187.71259
3907;25580.56692;33252.4051;61213.08837;42656.07705
3908;32242.17288;23468.92701;60944.41352;38413.49611
3909;36177.64471;17777.7598;55257.46236;30110.12451
3910;33103.05734;17244.80768;53600.63407;22799.73176
3911;31217.31042;15836.29138;47376.33321;18507.0575
3912;25252.61092;15474.6453;44152.23492;19784.03316
3913;17750.61774;14408.74108;41420.7072;21347.02551
3914;11601.44301;12276.93263;39808.65805;24112.25751
3915;9551.718094;11020.68835;40077.33291;31255.40321
3916;8875.308872;10316.43021;40077.33291;44982.18455
3917;8875.308872;11020.68835;36853.23463;50000
3918;9203.264858;13514.14288;36002.43091;47389.49171
3919;12626.30547;14580.04711;37927.93406;44281.28207
3920;23038.90802;16369.2435;43883.56006;41661.88626
3921;27814.76707;24192.21917;47645.00807;38936.64811
3922;28142.72305;38068.00812;58750.23551;37513.43228
3923;27630.29183;40371.12262;58750.23551;36402.89572
3924;26789.90461;41265.72081;61213.08837;35590.4952
3925;28142.72305;41969.97896;63093.81238;36323.71595
3926;31729.74165;36811.76386;61750.43809;36897.76923
3927;28142.72305;31653.54876;60138.38894;39171.35955
3928;24904.15769;32015.19483;59601.03923;41536.24898
3929;22342.00155;35041.60148;59869.71408;42599.52007
3930;21829.57033;34508.64936;59601.03923;43187.71259
3931;25580.56692;33252.4051;61213.08837;42656.07705
3932;32242.17288;23468.92701;60944.41352;38413.49611
3933;36177.64471;17777.7598;55257.46236;30110.12451
3934;33103.05734;17244.80768;53600.63407;22799.73176
3935;31217.31042;15836.29138;47376.33321;18507.0575
3936;25252.61092;15474.6453;44152.23492;19784.03316
3937;17750.61774;14408.74108;41420.7072;21347.02551
3938;11601.44301;12276.93263;39808.65805;24112.25751
3939;9551.718094;11020.68835;40077.33291;31255.40321
3940;8875.308872;10316.43021;40077.33291;44982.18455
3941;8875.308872;11020.68835;36853.23463;50000
3942;9203.264858;13514.14288;36002.43091;47389.49171
3943;12626.30547;14580.04711;37927.93406;44281.28207
3944;23038.90802;16369.2435;43883.56006;41661.88626
3945;27814.76707;24192.21917;47645.00807;38936.64811
3946;28142.72305;38068.00812;58750.23551;37513.43228
3947;27630.29183;40371.12262;58750.23551;36402.89572
3948;26789.90461;41265.72081;61213.08837;35590.4952
3949;28142.72305;41969.97896;63093.81238;36323.71595
3950;31729.74165;36811.76386;61750.43809;36897.76923
3951;28142.72305;31653.54876;60138.38894;39171.35955
3952;24904.15769;32015.19483;59601.03923;41536.24898
3953;22342.00155;35041.60148;59869.71408;42599.52007
3954;21829.57033;34508.64936;59601.03923;43187.71259
3955;25580.56692;33252.4051;61213.08837;42656.07705
3956;32242.17288;23468.92701;60944.41352;38413.49611
3957;36177.64471;17777.7598;55257.46236;30110.12451
3958;33103.05734;17244.80768;53600.63407;22799.73176
3959;31217.31042;15836.29138;47376.33321;18507.0575
3960;25252.61092;15474.6453;44152.23492;19784.03316
3961;17750.61774;14408.74108;41420.7072;21347.02551
3962;11601.44301;12276.93263;39808.65805;24112.25751
3963;9551.718094;11020.68835;40077.33291;31255.40321
3964;8875.308872;10316.43021;40077.33291;44982.18455
3965;8875.308872;11020.68835;36853.23463;50000
3966;9203.264858;13514.14288;36002.43091;47389.49171
3967;12626.30547;14580.04711;37927.93406;44281.28207
3968;23038.90802;16369.2435;43883.56006;41661.88626
3969;27814.76707;24192.21917;47645.00807;38936.64811
3970;28142.72305;38068.00812;58750.23551;37513.43228
3971;27630.29183;40371.12262;58750.23551;36402.89572
3972;26789.90461;41265.72081;61213.08837;35590.4952
3973;28142.72305;41969.97896;63093.81238;36323.71595
3974;31729.74165;36811.76386;61750.43809;36897.76923
3975;28142.72305;31653.54876;60138.38894;39171.35955
3976;24904.15769;32015.19483;59601.03923;41536.24898
3977;22342.00155;35041.60148;59869.71408;42599.52007
3978;21829.57033;34508.64936;59601.03923;43187.71259
3979;25580.56692;33252.4051;61213.08837;42656.07705
3980;32242.17288;23468.92701;60944.41352;38413.49611
3981;36177.64471;17777.7598;55257.46236;30110.12451
3982;33103.05734;17244.80768;53600.63407;22799.73176
3983;31217.31042;15836.29138;47376.33321;18507.0575
3984;25252.61092;15474.6453;44152.23492;19784.03316
3985;17750.61774;14408.74108;41420.7072;21347.02551
3986;11601.44301;12276.93263;39808.65805;24112.25751
3987;9551.718094;11020.68835;40077.33291;31255.40321
3988;8875.308872;10316.43021;40077.33291;44982.18455
3989;8875.308872;11020.68835;36853.23463;50000
3990;9203.264858;13514.14288;36002.43091;47389.49171
3991;12626.30547;14580.04711;37927.93406;44281.28207
3992;23038.90802;16369.2435;43883.56006;41661.88626
3993;27814.76707;24192.21917;47645.00807;38936.64811
3994;28142.72305;38068.00812;58750.23551;37513.43228
3995;27630.29183;40371.12262;58750.23551;36402.89572
3996;26789.90461;41265.72081;61213.08837;35590.4952
3997;28142.72305;41969.97896;63093.81238;36323.71595
3998;31729.74165;36811.76386;61750.43809;36897.76923
3999;28142.72305;31653.54876;60138.38894;39171.35955
4000;24904.15769;32015.19483;59601.03923;41536.24898
4001;22342.00155;35041.60148;59869.71408;42599.52007
4002;21829.57033;34508.64936;59601.03923;43187.71259
4003;25580.56692;33252.4051;61213.08837;42656.07705
4004;32242.17288;23468.92701;60944.41352;38413.49611
4005;36177.64471;17777.7598;55257.46236;30110.12451
4006;33103.05734;17244.80768;53600.63407;22799.73176
4007;31217.31042;15836.29138;47376.33321;18507.0575
4008;25252.61092;15474.6453;44152.23492;19784.03316
4009;17750.61774;14408.74108;41420.7072;21347.02551
4010;11601.44301;12276.93263;39808.65805;24112.25751
4011;9551.718094;11020.68835;40077.33291;31255.40321
4012;8875.308872;10316.43021;40077.33291;44982.18455
4013;8875.308872;11020.68835;36853.23463;50000
4014;9203.264858;13514.14288;36002.43091;47389.49171
4015;12626.30547;14580.04711;37927.93406;44281.28207
4016;23038.90802;16369.2435;43883.56006;41661.88626
4017;27814.76707;24192.21917;47645.00807;38936.64811
4018;28142.72305;38068.00812;58750.23551;37513.43228
4019;27630.29183;40371.12262;58750.23551;36402.89572
4020;26789.90461;41265.72081;61213.08837;35590.4952
4021;28142.72305;41969.97896;63093.81238;36323.71595
4022;31729.74165;36811.76386;61750.43809;36897.76923
4023;28142.72305;31653.54876;60138.38894;39171.35955
4024;24904.15769;32015.19483;59601.03923;41536.24898
4025;22342.00155;35041.60148;59869.71408;42599.52007
4026;21829.57033;34508.64936;59601.03923;43187.71259
4027;25580.56692;33252.4051;61213.08837;42656.07705
4028;32242.17288;23468.92701;60944.41352;38413.49611
4029;36177.64471;17777.7598;55257.46236;30110.12451
4030;33103.05734;17244.80768;53600.63407;22799.73176
4031;31217.31042;15836.29138;47376.33321;18507.0575
4032;25252.61092;15474.6453;44152.23492;19784.03316
4033;17750.61774;14408.74108;41420.7072;21347.02551
4034;11601.44301;12276.93263;39808.65805;24112.25751
4035;9551.718094;11020.68835;40077.33291;31255.40321
4036;8875.308872;10316.43021;40077.33291;44982.18455
4037;8875.308872;11020.68835;36853.23463;50000
4038;9203.264858;13514.14288;36002.43091;47389.49171
4039;12626.30547;14580.04711;37927.93406;44281.28207
4040;23038.90802;16369.2435;43883.56006;41661.88626
4041;27814.76707;24192.21917;47645.00807;38936.64811
4042;28142.72305;38068.00812;58750.23551;37513.43228
4043;27630.29183;40371.12262;58750.23551;36402.89572
4044;26789.90461;41265.72081;61213.08837;35590.4952
4045;28142.72305;41969.97896;63093.81238;36323.71595
4046;31729.74165;36811.76386;61750.43809;36897.76923
4047;28142.72305;31653.54876;60138.38894;39171.35955
4048;24904.15769;32015.19483;59601.03923;41536.24898
4049;22342.00155;35041.60148;59869.71408;42599.52007
4050;21829.57033;34508.64936;59601.03923;43187.71259
4051;25580.56692;33252.4051;61213.08837;42656.07705
4052;32242.17288;23468.92701;60944.41352;38413.49611
4053;36177.64471;17777.7598;55257.46236;30110.12451
4054;33103.05734;17244.80768;53600.63407;22799.73176
4055;31217.31042;15836.29138;47376.33321;18507.0575
4056;25252.61092;15474.6453;44152.23492;19784.03316
4057;17750.61774;14408.74108;41420.7072;21347.02551
4058;11601.44301;12276.93263;39808.65805;24112.25751
4059;9551.718094;11020.68835;40077.33291;31255.40321
4060;8875.308872;10316.43021;40077.33291;44982.18455
4061;8875.308872;11020.68835;36853.23463;50000
4062;9203.264858;13514.14288;36002.43091;47389.49171
4063;12626.30547;14580.04711;37927.93406;44281.28207
4064;23038.90802;16369.2435;43883.56006;41661.88626
4065;27814.76707;24192.21917;47645.00807;38936.64811
4066;28142.72305;38068.00812;58750.23551;37513.43228
4067;27630.29183;40371.12262;58750.23551;36402.89572
4068;26789.90461;41265.72081;61213.08837;35590.4952
4069;28142.72305;41969.97896;63093.81238;36323.71595
4070;31729.74165;36811.76386;61750.43809;36897.76923
4071;28142.72305;31653.54876;60138.38894;39171.35955
4072;24904.15769;32015.19483;59601.03923;41536.24898
4073;22342.00155;35041.60148;59869.71408;42599.52007
4074;21829.57033;34508.64936;59601.03923;43187.71259
4075;25580.56692;33252.4051;61213.08837;42656.07705
4076;32242.17288;23468.92701;60944.41352;38413.49611
4077;36177.64471;17777.7598;55257.46236;30110.12451
4078;33103.05734;17244.80768;53600.63407;22799.73176
4079;31217.31042;15836.29138;47376.33321;18507.0575
4080;25252.61092;15474.6453;44152.23492;19784.03316
4081;17750.61774;14408.74108;41420.7072;21347.02551
4082;11601.44301;12276.93263;39808.65805;24112.25751
4083;9551.718094;11020.68835;40077.33291;31255.40321
4084;8875.308872;10316.43021;40077.33291;44982.18455
4085;8875.308872;11020.68835;36853.23463;50000
4086;9203.264858;13514.14288;36002.43091;47389.49171
4087;12626.30547;14580.04711;37927.93406;44281.28207
4088;23038.90802;16369.2435;43883.56006;41661.88626
4089;27814.76707;24192.21917;47645.00807;38936.64811
4090;28142.72305;38068.00812;58750.23551;37513.43228
4091;27630.29183;40371.12262;58750.23551;36402.89572
4092;26789.90461;41265.72081;61213.08837;35590.4952
4093;28142.72305;41969.97896;63093.81238;36323.71595
4094;31729.74165;36811.76386;61750.43809;36897.76923
4095;28142.72305;31653.54876;60138.38894;39171.35955
4096;24904.15769;32015.19483;59601.03923;41536.24898
4097;22342.00155;35041.60148;59869.71408;42599.52007
4098;21829.57033;34508.64936;59601.03923;43187.71259
4099;25580.56692;33252.4051;61213.08837;42656.07705
4100;32242.17288;23468.92701;60944.41352;38413.49611
4101;36177.64471;17777.7598;55257.46236;30110.12451
4102;33103.05734;17244.80768;53600.63407;22799.73176
4103;31217.31042;15836.29138;47376.33321;18507.0575
4104;25252.61092;15474.6453;44152.23492;19784.03316
4105;17750.61774;14408.74108;41420.7072;21347.02551
4106;11601.44301;12276.93263;39808.65805;24112.25751
4107;9551.718094;11020.68835;40077.33291;31255.40321
4108;8875.308872;10316.43021;40077.33291;44982.18455
4109;8875.308872;11020.68835;36853.23463;50000
4110;9203.264858;13514.14288;36002.43091;47389.49171
4111;12626.30547;14580.04711;37927.93406;44281.28207
4112;23038.90802;16369.2435;43883.56006;41661.88626
4113;27814.76707;24192.21917;47645.00807;38936.64811
4114;28142.72305;38068.00812;58750.23551;37513.43228
4115;27630.29183;40371.12262;58750.23551;36402.89572
4116;26789.90461;41265.72081;61213.08837;35590.4952
4117;28142.72305;41969.97896;63093.81238;36323.71595
4118;31729.74165;36811.76386;61750.43809;36897.76923
4119;28142.72305;31653.54876;60138.38894;39171.35955
4120;24904.15769;32015.19483;59601.03923;41536.24898
4121;22342.00155;35041.60148;59869.71408;42599.52007
4122;21829.57033;34508.64936;59601.03923;43187.71259
4123;25580.56692;33252.4051;61213.08837;42656.07705
4124;32242.17288;23468.92701;60944.41352;38413.49611
4125;36177.64471;17777.7598;55257.46236;30110.12451
4126;33103.05734;17244.80768;53600.63407;22799.73176
4127;31217.31042;15836.29138;47376.33321;18507.0575
4128;25252.61092;15474.6453;44152.23492;19784.03316
4129;17750.61774;14408.74108;41420.7072;21347.02551
4130;11601.44301;12276.93263;39808.65805;24112.25751
4131;9551.718094;11020.68835;40077.33291;31255.40321
4132;8875.308872;10316.43021;40077.33291;44982.18455
4133;8875.308872;11020.68835;36853.23463;50000
4134;9203.264858;13514.14288;36002.43091;47389.49171
4135;12626.30547;14580.04711;37927.93406;44281.28207
4136;23038.90802;16369.2435;43883.56006;41661.88626
4137;27814.76707;24192.21917;47645.00807;38936.64811
4138;28142.72305;38068.00812;58750.23551;37513.43228
4139;27630.29183;40371.12262;58750.23551;36402.89572
4140;26789.90461;41265.72081;61213.08837;35590.4952
4141;28142.72305;41969.97896;63093.81238;36323.71595
4142;31729.74165;36811.76386;61750.43809;36897.76923
4143;28142.72305;31653.54876;60138.38894;39171.35955
4144;24904.15769;32015.19483;59601.03923;41536.24898
4145;22342.00155;35041.60148;59869.71408;42599.52007
4146;21829.57033;34508.64936;59601.03923;43187.71259
4147;25580.56692;33252.4051;61213.08837;42656.07705
4148;32242.17288;23468.92701;60944.41352;38413.49611
4149;36177.64471;17777.7598;55257.46236;30110.12451
4150;33103.05734;17244.80768;53600.63407;22799.73176
4151;31217.31042;15836.29138;47376.33321;18507.0575
4152;25252.61092;15474.6453;44152.23492;19784.03316
4153;17750.61774;14408.74108;41420.7072;21347.02551
4154;11601.44301;12276.93263;39808.65805;24112.25751
4155;9551.718094;11020.68835;40077.33291;31255.40321
4156;8875.308872;10316.43021;40077.33291;44982.18455
4157;8875.308872;11020.68835;36853.23463;50000
4158;9203.264858;13514.14288;36002.43091;47389.49171
4159;12626.30547;14580.04711;37927.93406;44281.28207
4160;23038.90802;16369.2435;43883.56006;41661.88626
4161;27814.76707;24192.21917;47645.00807;38936.64811
4162;28142.72305;38068.00812;58750.23551;37513.43228
4163;27630.29183;40371.12262;58750.23551;36402.89572
4164;26789.90461;41265.72081;61213.08837;35590.4952
4165;28142.72305;41969.97896;63093.81238;36323.71595
4166;31729.74165;36811.76386;61750.43809;36897.76923
4167;28142.72305;31653.54876;60138.38894;39171.35955
4168;24904.15769;32015.19483;59601.03923;41536.24898
4169;22342.00155;35041.60148;59869.71408;42599.52007
4170;21829.57033;34508.64936;59601.03923;43187.71259
4171;25580.56692;33252.4051;61213.08837;42656.07705
4172;32242.17288;23468.92701;60944.41352;38413.49611
4173;36177.64471;17777.7598;55257.46236;30110.12451
4174;33103.05734;17244.80768;53600.63407;22799.73176
4175;31217.31042;15836.29138;47376.33321;18507.0575
4176;25252.61092;15474.6453;44152.23492;19784.03316
4177;17750.61774;14408.74108;41420.7072;21347.02551
4178;11601.44301;12276.93263;39808.65805;24112.25751
4179;9551.718094;11020.68835;40077.33291;31255.40321
4180;8875.308872;10316.43021;40077.33291;44982.18455
4181;8875.308872;11020.68835;36853.23463;50000
4182;9203.264858;13514.14288;36002.43091;47389.49171
4183;12626.30547;14580.04711;37927.93406;44281.28207
4184;23038.90802;16369.2435;43883.56006;41661.88626
4185;27814.76707;24192.21917;47645.00807;38936.64811
4186;28142.72305;38068.00812;58750.23551;37513.43228
4187;27630.29183;40371.12262;58750.23551;36402.89572
4188;26789.90461;41265.72081;61213.08837;35590.4952
4189;28142.72305;41969.97896;63093.81238;36323.71595
4190;31729.74165;36811.76386;61750.43809;36897.76923
4191;28142.72305;31653.54876;60138.38894;39171.35955
4192;24904.15769;32015.19483;59601.03923;41536.24898
4193;22342.00155;35041.60148;59869.71408;42599.52007
4194;21829.57033;34508.64936;59601.03923;43187.71259
4195;25580.56692;33252.4051;61213.08837;42656.07705
4196;32242.17288;23468.92701;60944.41352;38413.49611
4197;36177.64471;17777.7598;55257.46236;30110.12451
4198;33103.05734;17244.80768;53600.63407;22799.73176
4199;31217.31042;15836.29138;47376.33321;18507.0575
4200;25252.61092;15474.6453;44152.23492;19784.03316
4201;17750.61774;14408.74108;41420.7072;21347.02551
4202;11601.44301;12276.93263;39808.65805;24112.25751
4203;9551.718094;11020.68835;40077.33291;31255.40321
4204;8875.308872;10316.43021;40077.33291;44982.18455
4205;8875.308872;11020.68835;36853.23463;50000
4206;9203.264858;13514.14288;36002.43091;47389.49171
4207;12626.30547;14580.04711;37927.93406;44281.28207
4208;23038.90802;16369.2435;43883.56006;41661.88626
4209;27814.76707;24192.21917;47645.00807;38936.64811
4210;28142.72305;38068.00812;58750.23551;37513.43228
4211;27630.29183;40371.12262;58750.23551;36402.89572
4212;26789.90461;41265.72081;61213.08837;35590.4952
4213;28142.72305;41969.97896;63093.81238;36323.71595
4214;31729.74165;36811.76386;61750.43809;36897.76923
4215;28142.72305;31653.54876;60138.38894;39171.35955
4216;24904.15769;32015.19483;59601.03923;41536.24898
4217;22342.00155;35041.60148;59869.71408;42599.52007
4218;21829.57033;34508.64936;59601.03923;43187.71259
4219;25580.56692;33252.4051;61213.08837;42656.07705
4220;32242.17288;23468.92701;60944.41352;38413.49611
4221;36177.64471;17777.7598;55257.46236;30110.12451
4222;33103.05734;17244.80768;53600.63407;22799.73176
4223;31217.31042;15836.29138;47376.33321;18507.0575
4224;25252.61092;15474.6453;44152.23492;19784.03316
4225;17750.61774;14408.74108;41420.7072;21347.02551
4226;11601.44301;12276.93263;39808.65805;24112.25751
4227;9551.718094;11020.68835;40077.33291;31255.40321
4228;8875.308872;10316.43021;40077.33291;44982.18455
4229;8875.308872;11020.68835;36853.23463;50000
4230;9203.264858;13514.14288;36002.43091;47389.49171
4231;12626.30547;14580.04711;37927.93406;44281.28207
4232;23038.90802;16369.2435;43883.56006;41661.88626
4233;27814.76707;24192.21917;47645.00807;38936.64811
4234;28142.72305;38068.00812;58750.23551;37513.43228
4235;27630.29183;40371.12262;58750.23551;36402.89572
4236;26789.90461;41265.72081;61213.08837;35590.4952
4237;28142.72305;41969.97896;63093.81238;36323.71595
4238;31729.74165;36811.76386;61750.43809;36897.76923
4239;28142.72305;31653.54876;60138.38894;39171.35955
4240;24904.15769;32015.19483;59601.03923;41536.24898
4241;22342.00155;35041.60148;59869.71408;42599.52007
4242;21829.57033;34508.64936;59601.03923;43187.71259
4243;25580.56692;33252.4051;61213.08837;42656.07705
4244;32242.17288;23468.92701;60944.41352;38413.49611
4245;36177.64471;17777.7598;55257.46236;30110.12451
4246;33103.05734;17244.80768;53600.63407;22799.73176
4247;31217.31042;15836.29138;47376.33321;18507.0575
4248;25252.61092;15474.6453;44152.23492;19784.03316
4249;17750.61774;14408.74108;41420.7072;21347.02551
4250;11601.44301;12276.93263;39808.65805;24112.25751
4251;9551.718094;11020.68835;40077.33291;31255.40321
4252;8875.308872;10316.43021;40077.33291;44982.18455
4253;8875.308872;11020.68835;36853.23463;50000
4254;9203.264858;13514.14288;36002.43091;47389.49171
4255;12626.30547;14580.04711;37927.93406;44281.28207
4256;23038.90802;16369.2435;43883.56006;41661.88626
4257;27814.76707;24192.21917;47645.00807;38936.64811
4258;28142.72305;38068.00812;58750.23551;37513.43228
4259;27630.29183;40371.12262;58750.23551;36402.89572
4260;26789.90461;41265.72081;61213.08837;35590.4952
4261;28142.72305;41969.97896;63093.81238;36323.71595
4262;31729.74165;36811.76386;61750.43809;36897.76923
4263;28142.72305;31653.54876;60138.38894;39171.35955
4264;24904.15769;32015.19483;59601.03923;41536.24898
4265;22342.00155;35041.60148;59869.71408;42599.52007
4266;21829.57033;34508.64936;59601.03923;43187.71259
4267;25580.56692;33252.4051;61213.08837;42656.07705
4268;32242.17288;23468.92701;60944.41352;38413.49611
4269;36177.64471;17777.7598;55257.46236;30110.12451
4270;33103.05734;17244.80768;53600.63407;22799.73176
4271;31217.31042;15836.29138;47376.33321;18507.0575
4272;25252.61092;15474.6453;44152.23492;19784.03316
4273;17750.61774;14408.74108;41420.7072;21347.02551
4274;11601.44301;12276.93263;39808.65805;24112.25751
4275;9551.718094;11020.68835;40077.33291;31255.40321
4276;8875.308872;10316.43021;40077.33291;44982.18455
4277;8875.308872;11020.68835;36853.23463;50000
4278;9203.264858;13514.14288;36002.43091;47389.49171
4279;12626.30547;14580.04711;37927.93406;44281.28207
4280;23038.90802;16369.2435;43883.56006;41661.88626
4281;27814.76707;24192.21917;47645.00807;38936.64811
4282;28142.72305;38068.00812;58750.23551;37513.43228
4283;27630.29183;40371.12262;58750.23551;36402.89572
4284;26789.90461;41265.72081;61213.08837;35590.4952
4285;28142.72305;41969.97896;63093.81238;36323.71595
4286;31729.74165;36811.76386;61750.43809;36897.76923
4287;28142.72305;31653.54876;60138.38894;39171.35955
4288;24904.15769;32015.19483;59601.03923;41536.24898
4289;22342.00155;35041.60148;59869.71408;42599.52007
4290;21829.57033;34508.64936;59601.03923;43187.71259
4291;25580.56692;33252.4051;61213.08837;42656.07705
4292;32242.17288;23468.92701;60944.41352;38413.49611
4293;36177.64471;17777.7598;55257.46236;30110.12451
4294;33103.05734;17244.80768;53600.63407;22799.73176
4295;31217.31042;15836.29138;47376.33321;18507.0575
4296;25252.61092;15474.6453;44152.23492;19784.03316
4297;17750.61774;14408.74108;41420.7072;21347.02551
4298;11601.44301;12276.93263;39808.65805;24112.25751
4299;9551.718094;11020.68835;40077.33291;31255.40321
4300;8875.308872;10316.43021;40077.33291;44982.18455
4301;8875.308872;11020.68835;36853.23463;50000
4302;9203.264858;13514.14288;36002.43091;47389.49171
4303;12626.30547;14580.04711;37927.93406;44281.28207
4304;23038.90802;16369.2435;43883.56006;41661.88626
4305;27814.76707;24192.21917;47645.00807;38936.64811
4306;28142.72305;38068.00812;58750.23551;37513.43228
4307;27630.29183;40371.12262;58750.23551;36402.89572
4308;26789.90461;41265.72081;61213.08837;35590.4952
4309;28142.72305;41969.97896;63093.81238;36323.71595
4310;31729.74165;36811.76386;61750.43809;36897.76923
4311;28142.72305;31653.54876;60138.38894;39171.35955
4312;24904.15769;32015.19483;59601.03923;41536.24898
4313;22342.00155;35041.60148;59869.71408;42599.52007
4314;21829.57033;34508.64936;59601.03923;43187.71259
4315;25580.56692;33252.4051;61213.08837;42656.07705
4316;32242.17288;23468.92701;60944.41352;38413.49611
4317;36177.64471;17777.7598;55257.46236;30110.12451
4318;33103.05734;17244.80768;53600.63407;22799.73176
4319;31217.31042;15836.29138;47376.33321;18507.0575
4320;25252.61092;15474.6453;44152.23492;19784.03316
4321;17750.61774;14408.74108;41420.7072;21347.02551
4322;11601.44301;12276.93263;39808.65805;24112.25751
4323;9551.718094;11020.68835;40077.33291;31255.40321
4324;8875.308872;10316.43021;40077.33291;44982.18455
4325;8875.308872;11020.68835;36853.23463;50000
4326;9203.264858;13514.14288;36002.43091;47389.49171
4327;12626.30547;14580.04711;37927.93406;44281.28207
4328;23038.90802;16369.2435;43883.56006;41661.88626
4329;27814.76707;24192.21917;47645.00807;38936.64811
4330;28142.72305;38068.00812;58750.23551;37513.43228
4331;27630.29183;40371.12262;58750.23551;36402.89572
4332;26789.90461;41265.72081;61213.08837;35590.4952
4333;28142.72305;41969.97896;63093.81238;36323.71595
4334;31729.74165;36811.76386;61750.43809;36897.76923
4335;28142.72305;31653.54876;60138.38894;39171.35955
4336;24904.15769;32015.19483;59601.03923;41536.24898
4337;22342.00155;35041.60148;59869.71408;42599.52007
4338;21829.57033;34508.64936;59601.03923;43187.71259
4339;25580.56692;33252.4051;61213.08837;42656.07705
4340;32242.17288;23468.92701;60944.41352;38413.49611
4341;36177.64471;17777.7598;55257.46236;30110.12451
4342;33103.05734;17244.80768;53600.63407;22799.73176
4343;31217.31042;15836.29138;47376.33321;18507.0575
4344;25252.61092;15474.6453;44152.23492;19784.03316
4345;17750.61774;14408.74108;41420.7072;21347.02551
4346;11601.44301;12276.93263;39808.65805;24112.25751
4347;9551.718094;11020.68835;40077.33291;31255.40321
4348;8875.308872;10316.43021;40077.33291;44982.18455
4349;8875.308872;11020.68835;36853.23463;50000
4350;9203.264858;13514.14288;36002.43091;47389.49171
4351;12626.30547;14580.04711;37927.93406;44281.28207
4352;23038.90802;16369.2435;43883.56006;41661.88626
4353;27814.76707;24192.21917;47645.00807;38936.64811
4354;28142.72305;38068.00812;58750.23551;37513.43228
4355;27630.29183;40371.12262;58750.23551;36402.89572
4356;26789.90461;41265.72081;61213.08837;35590.4952
4357;28142.72305;41969.97896;63093.81238;36323.71595
4358;31729.74165;36811.76386;61750.43809;36897.76923
4359;28142.72305;31653.54876;60138.38894;39171.35955
4360;24904.15769;32015.19483;59601.03923;41536.24898
4361;22342.00155;35041.60148;59869.71408;42599.52007
4362;21829.57033;34508.64936;59601.03923;43187.71259
4363;25580.56692;33252.4051;61213.08837;42656.07705
4364;32242.17288;23468.92701;60944.41352;38413.49611
4365;36177.64471;17777.7598;55257.46236;30110.12451
4366;33103.05734;17244.80768;53600.63407;22799.73176
4367;31217.31042;15836.29138;47376.33321;18507.0575
