Unnamed: 0;Time;el_demand;th_demand;pv;wind_on;wind_off
251;2019-01-11 11:00:00;1515.1000000000001;238.259337;0.0213;0.314832;0.6799499999999999
252;2019-01-11 12:00:00;1505.44;235.681761;0.0238;0.35153999999999996;0.688125
253;2019-01-11 13:00:00;1479.58;237.807345;0.021;0.384132;0.6853499999999999
254;2019-01-11 14:00:00;1436.88;241.589724;0.0142;0.407568;0.68115
255;2019-01-11 15:00:00;1419.8600000000001;251.538129;0.0058;0.42756;0.6732750000000001
256;2019-01-11 16:00:00;1421.48;257.73927599999996;0.0005;0.442092;0.6317250000000001
257;2019-01-11 17:00:00;1468.4;258.667692;0.0;0.45427199999999995;0.612525
258;2019-01-11 18:00:00;1451.74;256.310004;0.0;0.45494399999999996;0.62355
259;2019-01-11 19:00:00;1423.48;248.250498;0.0;0.43049999999999994;0.6375
260;2019-01-11 20:00:00;1331.98;225.02788199999998;0.0;0.42;0.6285
261;2019-01-11 21:00:00;1262.32;178.118442;0.0;0.411768;0.614025
262;2019-01-11 22:00:00;1212.6200000000001;144.608427;0.0;0.400092;0.5958749999999999
263;2019-01-11 23:00:00;1142.54;160.557942;0.0;0.395136;0.568875
264;2019-01-12 00:00:00;1072.56;163.46229599999998;0.0;0.382536;0.55935
265;2019-01-12 01:00:00;1023.8000000000001;167.857002;0.0;0.368844;0.56625
266;2019-01-12 02:00:00;992.72;177.611478;0.0;0.355908;0.5461499999999999
267;2019-01-12 03:00:00;968.82;202.88332799999998;0.0;0.344064;0.5514749999999999
268;2019-01-12 04:00:00;959.5;272.236614;0.0;0.33877199999999996;0.616725
269;2019-01-12 05:00:00;964.74;321.792345;0.0;0.353388;0.6351
270;2019-01-12 06:00:00;987.1;307.029309;0.0;0.376656;0.632925
271;2019-01-12 07:00:00;1046.32;299.598927;0.0;0.397068;0.60015
272;2019-01-12 08:00:00;1124.6000000000001;290.439981;0.0013;0.41260800000000003;0.61095
273;2019-01-12 09:00:00;1184.16;278.29575;0.0105;0.4314239999999999;0.6324
274;2019-01-12 10:00:00;1234.24;270.590508;0.0236;0.46712400000000004;0.65865
275;2019-01-12 11:00:00;1270.14;263.41513499999996;0.0291;0.5202119999999999;0.6285
276;2019-01-12 12:00:00;1268.06;258.198903;0.0309;0.55818;0.6729
277;2019-01-12 13:00:00;1238.6200000000001;258.452385;0.026;0.5778359999999999;0.6999
278;2019-01-12 14:00:00;1216.4;259.906089;0.0163;0.591864;0.7072499999999999
279;2019-01-12 15:00:00;1205.68;271.957173;0.0057;0.597828;0.70665
280;2019-01-12 16:00:00;1230.16;279.39671699999997;0.0004;0.6048;0.70665
281;2019-01-12 17:00:00;1284.06;279.961707;0.0;0.605472;0.71685
282;2019-01-12 18:00:00;1283.3;276.599253;0.0;0.6088319999999999;0.7191
283;2019-01-12 19:00:00;1239.6000000000001;267.944217;0.0;0.6025320000000001;0.7157250000000001
284;2019-01-12 20:00:00;1165.72;244.081788;0.0;0.594552;0.7178249999999999
285;2019-01-12 21:00:00;1107.94;201.07841399999998;0.0;0.569856;0.712725
286;2019-01-12 22:00:00;1087.98;168.646461;0.0;0.5491079999999999;0.734775
287;2019-01-12 23:00:00;1038.26;179.669874;0.0;0.547764;0.7276499999999999
288;2019-01-13 00:00:00;970.58;183.888975;0.0;0.549276;0.7300500000000001
289;2019-01-13 01:00:00;923.98;185.993181;0.0;0.52962;0.7176
290;2019-01-13 02:00:00;900.38;197.49759899999998;0.0;0.5066039999999999;0.7081500000000001
291;2019-01-13 03:00:00;894.62;225.27067499999998;0.0;0.494592;0.6888
292;2019-01-13 04:00:00;892.52;301.637472;0.0;0.4893;0.6458999999999999
293;2019-01-13 05:00:00;876.5600000000001;338.20606799999996;0.0;0.47922;0.698475
294;2019-01-13 06:00:00;861.6800000000001;319.624005;0.0;0.48971999999999993;0.7734750000000001
295;2019-01-13 07:00:00;901.86;316.301253;0.0;0.5108039999999999;0.8174250000000001
296;2019-01-13 08:00:00;971.5;306.230688;0.0018;0.5418;0.826125
297;2019-01-13 09:00:00;1058.6200000000001;295.410366;0.0084;0.5779199999999999;0.7956
298;2019-01-13 10:00:00;1122.9;288.20750699999996;0.0182;0.614376;0.7615500000000001
299;2019-01-13 11:00:00;1184.3;280.58930399999997;0.0255;0.648312;0.7044
300;2019-01-13 12:00:00;1190.38;276.414486;0.0279;0.673764;0.652575
301;2019-01-13 13:00:00;1169.22;279.23180099999996;0.024;0.689388;0.6222
302;2019-01-13 14:00:00;1149.88;283.98382499999997;0.0151;0.698376;0.618
303;2019-01-13 15:00:00;1143.9;295.62872699999997;0.0059;0.7131599999999999;0.61935
304;2019-01-13 16:00:00;1161.14;303.677544;0.0004;0.7199639999999999;0.6186
305;2019-01-13 17:00:00;1216.3600000000001;303.188904;0.0;0.7376039999999999;0.6192
306;2019-01-13 18:00:00;1241.14;299.1393;0.0;0.758352;0.618375
307;2019-01-13 19:00:00;1212.58;290.31324;0.0;0.7690199999999999;0.615
308;2019-01-13 20:00:00;1161.04;266.160681;0.0;0.76818;0.5338499999999999
309;2019-01-13 21:00:00;1132.18;220.90803599999998;0.0;0.762216;0.5511
310;2019-01-13 22:00:00;1130.3600000000001;185.97333;0.0;0.7289519999999999;0.567975
311;2019-01-13 23:00:00;1083.24;188.80744199999998;0.0;0.696024;0.5728500000000001
312;2019-01-14 00:00:00;1028.98;193.631235;0.0;0.693672;0.5901000000000001
313;2019-01-14 01:00:00;991.48;198.161844;0.0;0.6810719999999999;0.528525
314;2019-01-14 02:00:00;980.0600000000001;210.642015;0.0;0.664608;0.510675
315;2019-01-14 03:00:00;988.72;237.543174;0.0;0.642936;0.5232
316;2019-01-14 04:00:00;1015.3000000000001;310.049715;0.0;0.622188;0.5589
317;2019-01-14 05:00:00;1096.7;366.84189899999996;0.0;0.610092;0.7111500000000001
318;2019-01-14 06:00:00;1271.78;354.381579;0.0;0.616476;0.6325500000000001
319;2019-01-14 07:00:00;1408.88;351.51845399999996;0.0;0.607656;0.5581499999999999
